day,site,new_customer,platform,visits,distinct_sessions,orders,gross_sales,bounces,add_to_cart,product_page_views,search_page_views
9/3/13 0:00,Pinnacle,1,iOS,3,2,1,259,1,2,6,5
9/3/13 0:00,Acme,1,Linux,5,3,3,268,1,4,21,59
9/3/13 0:00,Acme,0,iOS,3092,2287,494,69929,595,882,9940,16308
9/3/13 0:00,Acme,,MacOSX,21065,15517,0,,10165,1022,35378,81131
9/3/13 0:00,Pinnacle,,ChromeOS,2,1,0,,1,0,1,2
9/3/13 0:00,Botly,0,Android,11,10,11,1174,0,11,0,0
9/3/13 0:00,Botly,1,Android,2,1,2,127,0,2,0,0
9/3/13 0:00,Sortly,1,iOS,56,39,25,2275,13,30,101,120
9/3/13 0:00,Acme,,Windows,51195,40303,0,,21039,1973,95626,208504
9/3/13 0:00,Widgetry,,iOS,3986,3165,0,,121,382,49593,59304
9/3/13 0:00,Pinnacle,0,Windows,85,65,7,2169,36,15,150,312
9/3/13 0:00,Acme,0,Android,291,214,26,3302,66,61,890,1772
9/3/13 0:00,Acme,,,9,9,0,77,9,0,3,6
9/3/13 0:00,Sortly,0,Linux,1,0,0,,0,0,1,0
9/3/13 0:00,Acme,,ChromeOS,218,173,0,,87,11,472,993
9/3/13 0:00,Sortly,1,Android,18,11,7,455,4,11,26,34
9/3/13 0:00,Pinnacle,1,Android,0,0,0,31,0,0,0,0
9/3/13 0:00,Pinnacle,,BlackBerry,3,2,0,,2,0,2,6
9/3/13 0:00,Pinnacle,,MacOSX,392,308,0,,266,9,427,663
9/3/13 0:00,Pinnacle,0,iOS,46,37,3,705,22,7,58,94
9/3/13 0:00,Sortly,1,Unknown,0,0,0,,0,0,0,0
9/3/13 0:00,Sortly,,Android,1879,1433,0,,1004,55,2444,4967
9/3/13 0:00,Pinnacle,0,Linux,0,0,0,,0,0,0,0
9/3/13 0:00,Acme,1,Android,19,13,12,1237,2,14,90,163
9/3/13 0:00,Pinnacle,,iOS,447,383,0,,287,10,495,582
9/3/13 0:00,Pinnacle,0,BlackBerry,0,0,0,,0,0,0,0
9/3/13 0:00,Pinnacle,,,0,0,0,,0,0,0,0
9/3/13 0:00,Pinnacle,,Android,85,71,0,,59,1,75,111
9/3/13 0:00,Sortly,0,Android,192,137,12,1235,59,37,284,513
9/3/13 0:00,Sortly,,Unknown,25,21,0,,13,1,29,69
9/3/13 0:00,Acme,,iOS,17924,15462,0,,6112,769,26713,52006
9/3/13 0:00,Acme,,Unknown,1227,777,0,,976,2,458,1197
9/3/13 0:00,Sortly,1,MacOSX,1,0,0,17,0,1,1,0
9/3/13 0:00,Pinnacle,,Windows,1057,637,0,,663,16,1447,1259
9/3/13 0:00,Widgetry,1,iOS,14,13,14,1521,0,14,444,389
9/3/13 0:00,Acme,0,Linux,83,57,11,1201,20,22,284,580
9/3/13 0:00,Acme,1,WindowsPhone,1,0,0,21,0,0,1,1
9/3/13 0:00,Acme,,Linux,1327,1205,0,,939,22,2289,3145
9/3/13 0:00,Acme,1,iOS,145,95,92,10104,20,104,578,840
9/3/13 0:00,Tabular,,iOS,2114,1819,0,,127,271,11700,18068
9/3/13 0:00,Widgetry,0,iOS,175,168,175,23700,0,175,4658,3613
9/3/13 0:00,Sortly,0,MacOSX,5,4,1,105,2,1,10,24
9/3/13 0:00,Acme,0,Unknown,6,5,1,99,2,1,19,41
9/3/13 0:00,Pinnacle,,WindowsPhone,1,1,0,,1,0,1,1
9/3/13 0:00,Acme,0,,0,0,0,,0,0,0,0
9/3/13 0:00,Acme,0,WindowsPhone,10,7,1,55,2,2,22,36
9/3/13 0:00,Sortly,,Linux,4,3,0,,2,0,9,14
9/3/13 0:00,Pinnacle,0,MacOSX,84,64,5,2032,41,12,146,245
9/3/13 0:00,Sortly,,iOS,5271,4385,0,,2591,233,7252,10989
9/3/13 0:00,Sortly,1,Windows,1,0,1,55,0,1,4,2
9/3/13 0:00,Pinnacle,,Unknown,116,73,0,,86,0,55,154
9/3/13 0:00,Tabular,1,iOS,10,9,10,1215,0,10,63,98
9/3/13 0:00,Sortly,,Windows,31,29,0,,21,2,53,27
9/3/13 0:00,Sortly,0,Unknown,2,1,0,4,1,1,7,9
9/3/13 0:00,Pinnacle,0,ChromeOS,0,0,0,,0,0,0,1
9/3/13 0:00,Pinnacle,0,Android,4,3,0,153,2,1,6,11
9/3/13 0:00,Acme,,WindowsPhone,120,106,0,,54,3,164,384
9/3/13 0:00,Pinnacle,1,MacOSX,3,2,1,208,1,2,6,10
9/3/13 0:00,Acme,1,ChromeOS,3,1,2,202,0,2,14,21
9/3/13 0:00,Tabular,0,iOS,157,152,157,25136,0,157,1619,2148
9/3/13 0:00,Acme,1,Windows,707,446,450,47111,106,491,2611,4707
9/3/13 0:00,Acme,1,MacOSX,308,194,196,21096,48,214,1293,2306
9/3/13 0:00,Acme,1,BlackBerry,0,0,0,13,0,0,0,0
9/3/13 0:00,Sortly,,MacOSX,17,15,0,,14,1,19,21
9/4/13 0:00,Sortly,,Android,1783,1363,0,,970,53,2347,4667
9/4/13 0:00,Pinnacle,1,MacOSX,3,1,1,260,1,1,5,5
9/4/13 0:00,Pinnacle,,ChromeOS,3,2,0,,2,0,2,6
9/4/13 0:00,Pinnacle,,MacOSX,367,286,0,,251,9,363,561
9/4/13 0:00,Acme,,ChromeOS,213,173,0,,84,7,392,837
9/4/13 0:00,Acme,1,MacOSX,287,178,177,19896,47,195,1227,2111
9/4/13 0:00,Acme,0,iOS,2733,2046,449,65686,497,817,9057,14686
9/4/13 0:00,Acme,,MacOSX,19674,14514,0,,9495,936,33138,76027
9/4/13 0:00,Acme,,WindowsPhone,114,102,0,,53,2,157,361
9/4/13 0:00,Acme,0,Unknown,7,5,1,95,2,2,21,31
9/4/13 0:00,Sortly,0,Windows,6,5,2,179,1,2,14,7
9/4/13 0:00,Widgetry,0,iOS,181,174,181,24015,0,181,4880,3710
9/4/13 0:00,Pinnacle,1,ChromeOS,0,0,0,20,0,0,0,0
9/4/13 0:00,Pinnacle,0,Windows,83,58,7,2045,28,13,146,299
9/4/13 0:00,Acme,0,Android,251,184,26,3025,55,59,755,1480
9/4/13 0:00,Acme,,iOS,17050,14773,0,,5694,738,25773,49839
9/4/13 0:00,Pinnacle,,Android,85,71,0,,58,1,72,122
9/4/13 0:00,Acme,1,Windows,745,465,473,47526,105,521,2777,4910
9/4/13 0:00,Sortly,,Unknown,24,21,0,,13,1,27,57
9/4/13 0:00,Acme,1,BlackBerry,0,0,0,7,0,0,0,0
9/4/13 0:00,Pinnacle,0,iOS,39,30,2,893,17,6,73,106
9/4/13 0:00,Sortly,,MacOSX,18,15,0,,13,1,23,20
9/4/13 0:00,Acme,1,Android,16,10,10,813,2,12,53,102
9/4/13 0:00,Acme,0,ChromeOS,37,26,6,728,5,10,137,252
9/4/13 0:00,Acme,,Android,3804,3397,0,,1454,89,4438,10288
9/4/13 0:00,Botly,0,Android,11,10,11,1226,0,11,0,0
9/4/13 0:00,Pinnacle,1,iOS,1,1,1,210,0,1,3,5
9/4/13 0:00,Pinnacle,1,Android,0,0,0,37,0,0,0,0
9/4/13 0:00,Botly,,Android,312,256,0,,175,26,123,287
9/4/13 0:00,Acme,0,MacOSX,8260,5318,1112,171683,2767,1793,23789,47332
9/4/13 0:00,Pinnacle,0,ChromeOS,0,0,0,,0,0,0,0
9/4/13 0:00,Sortly,1,Windows,1,0,1,69,0,1,2,1
9/4/13 0:00,Sortly,0,Android,174,123,12,1139,54,36,289,501
9/4/13 0:00,Acme,,Windows,47725,38574,0,,19268,1918,93979,201889
9/4/13 0:00,Sortly,,Windows,33,31,0,,20,1,67,16
9/4/13 0:00,Sortly,0,MacOSX,5,3,1,115,2,1,7,4
9/4/13 0:00,Widgetry,,iOS,3900,3110,0,,119,396,49900,60086
9/4/13 0:00,Sortly,,WindowsPhone,0,0,0,,0,0,0,0
9/4/13 0:00,Sortly,,BlackBerry,0,0,0,,0,0,0,0
9/4/13 0:00,Pinnacle,0,Android,4,2,0,61,1,1,3,10
9/4/13 0:00,Acme,0,BlackBerry,4,3,0,6,1,1,8,13
9/4/13 0:00,Pinnacle,0,Unknown,0,0,0,,0,0,0,0
9/4/13 0:00,Acme,0,Windows,10341,7181,1843,247373,1503,2994,37044,74168
9/4/13 0:00,Sortly,0,Unknown,2,1,0,10,0,1,3,5
9/4/13 0:00,Acme,,Unknown,1213,761,0,,977,2,426,1212
9/4/13 0:00,Pinnacle,1,Linux,0,0,0,47,0,0,0,0
9/4/13 0:00,Sortly,,ChromeOS,0,0,0,,0,0,0,0
9/4/13 0:00,Sortly,,Linux,4,3,0,,3,0,6,4
9/4/13 0:00,Sortly,1,MacOSX,1,0,0,52,0,0,0,0
9/4/13 0:00,Pinnacle,1,Windows,6,3,3,400,1,3,8,15
9/4/13 0:00,Acme,,BlackBerry,89,78,0,,49,2,79,175
9/4/13 0:00,Acme,,,17,16,0,24,16,0,6,2
9/4/13 0:00,Tabular,0,iOS,152,144,152,23430,0,152,1613,2097
9/4/13 0:00,Pinnacle,0,Linux,1,0,0,,0,0,0,0
9/4/13 0:00,Acme,1,Unknown,0,0,0,20,0,0,2,2
9/4/13 0:00,Pinnacle,,Unknown,93,55,0,,70,0,42,134
9/4/13 0:00,Sortly,1,iOS,62,40,28,2618,15,35,91,95
9/4/13 0:00,Acme,,Linux,1216,1098,0,,836,20,2476,2818
9/4/13 0:00,Tabular,1,iOS,8,7,8,873,0,8,71,109
9/4/13 0:00,Pinnacle,,WindowsPhone,1,0,0,,1,0,1,0
9/4/13 0:00,Acme,0,Linux,79,53,12,1208,16,23,248,589
9/4/13 0:00,Sortly,1,Android,18,11,6,630,3,10,36,63
9/4/13 0:00,Acme,1,iOS,142,95,92,9621,19,101,537,791
9/4/13 0:00,Pinnacle,,Linux,14,10,0,,9,0,19,10
9/4/13 0:00,Sortly,0,Linux,1,0,0,,1,1,1,2
9/4/13 0:00,Sortly,,iOS,5016,4166,0,,2454,224,6830,10391
9/4/13 0:00,Pinnacle,,iOS,425,361,0,,268,10,445,522
9/4/13 0:00,Acme,0,WindowsPhone,9,6,1,67,2,1,18,38
9/4/13 0:00,Widgetry,1,iOS,11,10,11,1018,0,11,225,217
9/4/13 0:00,Acme,1,WindowsPhone,1,0,1,33,0,1,2,4
9/4/13 0:00,Sortly,0,iOS,694,543,66,7993,189,152,1053,1377
9/4/13 0:00,Pinnacle,,Windows,797,613,0,,522,13,1010,1156
9/4/13 0:00,Pinnacle,,BlackBerry,4,3,0,,3,0,5,4
9/4/13 0:00,Acme,1,Linux,5,3,3,365,1,4,17,31
9/4/13 0:00,Botly,1,Android,3,3,3,290,0,3,3,2
9/4/13 0:00,Acme,1,ChromeOS,4,2,2,179,0,2,17,26
9/4/13 0:00,Tabular,,iOS,2019,1730,0,,113,268,11210,17378
9/4/13 0:00,Pinnacle,0,MacOSX,76,58,5,1448,37,10,128,231
9/4/13 0:00,Pinnacle,0,BlackBerry,0,0,0,,0,0,0,0
9/5/13 0:00,Pinnacle,0,ChromeOS,0,0,0,,0,0,0,1
9/5/13 0:00,Botly,1,Android,2,1,2,347,0,2,0,0
9/5/13 0:00,Sortly,,ChromeOS,0,0,0,,0,0,0,0
9/5/13 0:00,Acme,1,ChromeOS,3,1,2,162,0,2,11,14
9/5/13 0:00,Sortly,1,MacOSX,1,0,1,49,0,1,1,1
9/5/13 0:00,Tabular,1,iOS,7,6,7,1114,0,7,54,66
9/5/13 0:00,Pinnacle,0,iOS,70,54,4,1153,29,10,109,186
9/5/13 0:00,Sortly,0,BlackBerry,0,0,0,,0,0,0,0
9/5/13 0:00,Sortly,,WindowsPhone,1,0,0,,1,0,1,0
9/5/13 0:00,Pinnacle,,,1,1,0,,1,0,0,0
9/5/13 0:00,Sortly,1,Android,18,11,6,606,4,9,38,55
9/5/13 0:00,Pinnacle,,BlackBerry,3,2,0,,2,0,3,4
9/5/13 0:00,Acme,1,,0,0,0,6,0,0,0,0
9/5/13 0:00,Sortly,0,WindowsPhone,0,0,0,,0,0,0,0
9/5/13 0:00,Sortly,1,Unknown,1,0,0,13,0,0,0,0
9/5/13 0:00,Acme,0,iOS,3286,2460,465,66315,627,868,10102,16833
9/5/13 0:00,Pinnacle,1,Android,1,0,0,313,0,0,4,4
9/5/13 0:00,Sortly,1,Windows,1,1,1,50,0,1,4,2
9/5/13 0:00,Acme,1,Unknown,0,0,0,23,0,0,1,1
9/5/13 0:00,Acme,1,MacOSX,282,178,177,19905,44,193,1204,2059
9/5/13 0:00,Acme,1,Linux,8,5,5,426,2,5,32,73
9/5/13 0:00,Acme,1,Android,15,11,9,923,1,11,70,124
9/5/13 0:00,Sortly,0,Linux,0,0,0,,0,0,0,0
9/5/13 0:00,Acme,0,WindowsPhone,12,9,1,93,3,3,34,66
9/5/13 0:00,Acme,,,16,16,0,17,16,0,5,4
9/5/13 0:00,Sortly,0,iOS,735,577,72,8117,207,164,1182,1622
9/5/13 0:00,Pinnacle,,ChromeOS,2,1,0,,1,0,3,5
9/5/13 0:00,Acme,0,MacOSX,8466,5493,1095,177018,2785,1794,24478,48687
9/5/13 0:00,Acme,0,Unknown,5,4,1,72,1,1,11,21
9/5/13 0:00,Sortly,0,Unknown,2,1,0,,0,0,3,4
9/5/13 0:00,Pinnacle,,Unknown,123,87,0,,99,0,68,115
9/5/13 0:00,Sortly,,Linux,4,2,0,,3,0,6,12
9/5/13 0:00,Pinnacle,0,BlackBerry,1,0,0,,0,0,1,1
9/5/13 0:00,Widgetry,1,iOS,12,12,12,1317,0,12,324,288
9/5/13 0:00,Pinnacle,0,Android,6,3,0,8,2,1,9,19
9/5/13 0:00,Widgetry,0,iOS,178,172,178,23891,0,178,4672,3687
9/5/13 0:00,Pinnacle,1,Windows,6,3,3,952,1,3,13,22
9/5/13 0:00,Pinnacle,,Android,87,70,0,,59,1,92,146
9/5/13 0:00,Acme,,ChromeOS,208,167,0,,82,10,404,926
9/5/13 0:00,Acme,0,Linux,82,58,11,1472,16,22,286,706
9/5/13 0:00,Sortly,0,Windows,5,4,1,74,2,1,13,8
9/5/13 0:00,Tabular,,iOS,2062,1774,0,,109,272,11472,17783
9/5/13 0:00,Botly,0,Android,12,11,12,1203,0,12,2,1
9/5/13 0:00,Pinnacle,0,Windows,113,85,9,2727,44,19,222,475
9/5/13 0:00,Sortly,1,iOS,52,34,24,2157,13,28,82,91
9/5/13 0:00,Acme,,iOS,18584,15964,0,,6274,794,27646,54291
9/5/13 0:00,Acme,,BlackBerry,101,85,0,,49,2,88,223
9/5/13 0:00,Sortly,,MacOSX,14,13,0,,10,0,20,16
9/5/13 0:00,Pinnacle,1,MacOSX,4,2,2,383,1,2,11,14
9/5/13 0:00,Acme,0,BlackBerry,7,4,1,61,2,1,8,21
9/5/13 0:00,Sortly,,Android,2072,1566,0,,1092,57,2596,5443
9/5/13 0:00,Acme,1,Windows,721,459,463,45673,99,508,2670,4904
9/5/13 0:00,Pinnacle,,MacOSX,405,326,0,,267,12,431,729
9/5/13 0:00,Sortly,,,0,0,0,,0,0,0,0
9/5/13 0:00,Sortly,,Windows,25,22,0,,17,1,38,24
9/5/13 0:00,Botly,,Android,303,254,0,,170,29,114,331
9/5/13 0:00,Acme,,Linux,1228,1106,0,,803,21,2577,3176
9/5/13 0:00,Acme,,Android,4069,3616,0,,1566,97,4828,11405
9/5/13 0:00,Pinnacle,1,iOS,3,1,1,364,1,1,11,12
9/5/13 0:00,Pinnacle,,Linux,31,27,0,,9,1,152,19
9/5/13 0:00,Acme,1,BlackBerry,0,0,0,19,0,0,1,2
9/5/13 0:00,Pinnacle,,iOS,533,448,0,,334,15,523,770
9/5/13 0:00,Sortly,,iOS,5773,4779,0,,2807,231,7541,12044
9/5/13 0:00,Acme,0,Windows,11221,7853,1882,259634,1662,3080,39686,81194
9/5/13 0:00,Acme,,Windows,50794,39684,0,,20386,1998,98372,212581
9/5/13 0:00,Sortly,0,Android,183,129,12,1305,58,39,326,618
9/5/13 0:00,Acme,0,ChromeOS,40,27,6,1070,7,11,128,247
9/5/13 0:00,Sortly,,Unknown,28,24,0,,15,1,34,62
9/5/13 0:00,Pinnacle,0,MacOSX,104,78,8,2805,48,14,166,391
9/5/13 0:00,Pinnacle,0,Linux,0,0,0,,0,0,2,7
9/5/13 0:00,Acme,1,iOS,152,101,97,10718,22,108,657,886
9/5/13 0:00,Acme,,MacOSX,19926,14761,0,,9396,968,34599,79291
9/5/13 0:00,Tabular,0,iOS,147,141,147,23674,0,147,1546,2118
9/5/13 0:00,Acme,1,WindowsPhone,1,0,0,62,0,1,5,7
9/5/13 0:00,Acme,,Unknown,1214,772,0,,973,2,440,1194
9/5/13 0:00,Pinnacle,0,Unknown,0,0,0,20,0,0,0,1
9/5/13 0:00,Sortly,,BlackBerry,1,0,0,,1,0,1,1
9/5/13 0:00,Pinnacle,,WindowsPhone,1,0,0,,1,0,1,1
9/5/13 0:00,Pinnacle,,Windows,1112,661,0,,689,17,1507,1462
9/5/13 0:00,Sortly,0,MacOSX,4,3,1,77,2,1,5,7
9/5/13 0:00,Acme,,WindowsPhone,135,117,0,,59,3,179,374
9/5/13 0:00,Widgetry,,iOS,3914,3131,0,,110,380,50590,61223
9/5/13 0:00,Acme,0,Android,316,230,24,2532,72,64,882,1788
9/6/13 0:00,Pinnacle,1,Windows,3,2,2,376,1,2,4,6
9/6/13 0:00,Pinnacle,,BlackBerry,3,2,0,,2,0,3,4
9/6/13 0:00,Acme,0,BlackBerry,4,3,0,6,1,1,6,12
9/6/13 0:00,Sortly,,Android,1795,1376,0,,972,50,2238,4511
9/6/13 0:00,Sortly,,ChromeOS,0,0,0,,0,0,0,0
9/6/13 0:00,Pinnacle,,WindowsPhone,2,1,0,,1,0,1,2
9/6/13 0:00,Widgetry,1,iOS,11,11,11,1090,0,11,236,190
9/6/13 0:00,Pinnacle,,ChromeOS,1,1,0,,1,0,1,2
9/6/13 0:00,Acme,1,WindowsPhone,2,0,1,41,1,1,4,7
9/6/13 0:00,Acme,1,MacOSX,217,139,140,16044,31,152,932,1623
9/6/13 0:00,Sortly,,iOS,4911,4099,0,,2433,205,6428,9817
9/6/13 0:00,Acme,1,Linux,5,2,3,220,1,3,11,21
9/6/13 0:00,Acme,1,Android,17,11,10,945,2,13,84,133
9/6/13 0:00,Acme,0,ChromeOS,36,24,5,556,6,10,148,255
9/6/13 0:00,Acme,,ChromeOS,197,158,0,,78,8,387,852
9/6/13 0:00,Pinnacle,,MacOSX,344,272,0,,235,10,359,531
9/6/13 0:00,Sortly,1,Linux,0,0,0,,0,0,0,0
9/6/13 0:00,Acme,0,MacOSX,7075,4633,858,129167,2403,1445,20098,39571
9/6/13 0:00,Acme,0,WindowsPhone,12,8,1,95,1,2,32,60
9/6/13 0:00,Widgetry,0,iOS,135,130,135,17181,0,135,3417,2691
9/6/13 0:00,Acme,,MacOSX,17498,13066,0,,8259,856,30445,68893
9/6/13 0:00,Acme,,WindowsPhone,124,107,0,,61,3,151,317
9/6/13 0:00,Acme,0,Android,257,191,22,2542,68,54,729,1315
9/6/13 0:00,Sortly,0,Windows,4,4,1,78,1,2,8,3
9/6/13 0:00,Pinnacle,0,Linux,0,0,0,,0,0,0,0
9/6/13 0:00,Sortly,1,Android,18,10,6,515,4,9,30,54
9/6/13 0:00,Tabular,,iOS,1848,1602,0,,96,245,10367,15976
9/6/13 0:00,Acme,,Linux,1256,1134,0,,817,19,2454,2726
9/6/13 0:00,Sortly,,BlackBerry,1,0,0,,0,0,2,1
9/6/13 0:00,Sortly,0,Unknown,1,0,0,12,0,0,15,21
9/6/13 0:00,Acme,1,Windows,679,430,433,40815,96,476,2355,4116
9/6/13 0:00,Pinnacle,0,ChromeOS,0,0,0,,0,0,0,1
9/6/13 0:00,Pinnacle,0,BlackBerry,0,0,0,,0,0,0,0
9/6/13 0:00,Acme,,Windows,46523,36245,0,,19131,1784,88507,189148
9/6/13 0:00,Acme,,Android,3785,3359,0,,1452,88,4259,10026
9/6/13 0:00,Sortly,1,Unknown,0,0,0,7,0,0,1,2
9/6/13 0:00,Sortly,,Windows,22,20,0,,14,1,42,27
9/6/13 0:00,Sortly,1,MacOSX,0,0,0,15,0,0,0,0
9/6/13 0:00,Sortly,,MacOSX,9,8,0,,6,1,19,14
9/6/13 0:00,Pinnacle,0,Android,6,4,0,,3,1,5,12
9/6/13 0:00,Acme,,iOS,16803,14538,0,,5712,698,25010,48040
9/6/13 0:00,Acme,1,iOS,125,83,81,8817,15,89,519,720
9/6/13 0:00,Sortly,1,Windows,0,0,0,11,0,0,1,0
9/6/13 0:00,Sortly,,WindowsPhone,1,0,0,,1,0,1,0
9/6/13 0:00,Widgetry,,iOS,3651,2941,0,,98,341,45433,54329
9/6/13 0:00,Pinnacle,0,iOS,48,39,2,886,22,8,88,126
9/6/13 0:00,Pinnacle,1,ChromeOS,0,0,0,,0,0,2,3
9/6/13 0:00,Sortly,0,Android,155,106,9,934,53,30,300,462
9/6/13 0:00,Pinnacle,,Linux,23,18,0,,10,0,79,19
9/6/13 0:00,Acme,0,Windows,9255,6487,1478,202403,1486,2499,32560,65059
9/6/13 0:00,Acme,,Unknown,1079,678,0,,854,2,418,1067
9/6/13 0:00,Sortly,0,iOS,613,487,58,6870,169,138,936,1244
9/6/13 0:00,Botly,,Android,295,239,0,,171,20,99,233
9/6/13 0:00,Acme,,BlackBerry,91,79,0,,45,2,77,170
9/6/13 0:00,Pinnacle,0,MacOSX,74,55,6,2490,36,14,134,232
9/6/13 0:00,Botly,0,Android,9,8,9,989,0,9,1,0
9/6/13 0:00,Sortly,1,iOS,56,35,26,2448,13,32,91,119
9/6/13 0:00,Pinnacle,,Unknown,109,78,0,,90,0,62,108
9/6/13 0:00,Acme,1,Unknown,1,0,0,14,0,0,0,0
9/6/13 0:00,Pinnacle,,Android,81,67,0,,55,1,80,124
9/6/13 0:00,Tabular,0,iOS,109,105,109,18721,0,109,1045,1391
9/6/13 0:00,Sortly,,Unknown,25,22,0,,15,1,34,69
9/6/13 0:00,Tabular,1,iOS,9,8,9,1054,0,9,109,127
9/6/13 0:00,Sortly,0,MacOSX,2,2,1,123,1,1,3,3
9/6/13 0:00,Sortly,,Linux,4,3,0,,2,0,3,4
9/6/13 0:00,Acme,0,Unknown,5,4,0,9,2,1,13,25
9/6/13 0:00,Pinnacle,0,Unknown,0,0,0,,0,0,0,0
9/6/13 0:00,Acme,0,iOS,2616,1955,368,54787,543,708,8362,13573
9/6/13 0:00,Pinnacle,1,iOS,1,0,1,118,0,1,1,3
9/6/13 0:00,Pinnacle,,iOS,453,388,0,,293,10,484,567
9/6/13 0:00,Acme,1,ChromeOS,3,1,2,188,1,2,7,8
9/6/13 0:00,Pinnacle,1,MacOSX,3,2,2,464,1,2,8,25
9/6/13 0:00,Acme,0,Linux,72,50,8,860,15,17,264,521
9/6/13 0:00,Sortly,0,Linux,1,0,0,,0,0,0,0
9/6/13 0:00,Pinnacle,0,Windows,76,60,5,1640,32,13,138,262
9/6/13 0:00,Botly,1,Android,3,2,3,218,0,3,1,0
9/6/13 0:00,Pinnacle,,Windows,1016,587,0,,639,14,1385,1155
9/6/13 0:00,Acme,,,11,10,0,15,11,0,3,3
9/7/13 0:00,Pinnacle,1,Android,1,0,0,,0,0,1,2
9/7/13 0:00,Acme,0,Windows,6660,4630,1158,164936,1023,1984,28285,56600
9/7/13 0:00,Pinnacle,,iOS,511,439,0,,323,11,612,728
9/7/13 0:00,Acme,,BlackBerry,101,90,0,,50,2,96,214
9/7/13 0:00,Botly,,Android,329,273,0,,184,29,167,283
9/7/13 0:00,Pinnacle,0,BlackBerry,1,0,0,,0,0,0,0
9/7/13 0:00,Widgetry,0,iOS,145,137,145,19181,0,145,4669,3374
9/7/13 0:00,Tabular,,iOS,2562,2174,2,,137,372,15742,24355
9/7/13 0:00,Acme,,Unknown,1142,752,0,,935,2,438,1164
9/7/13 0:00,Pinnacle,0,ChromeOS,0,0,0,,0,0,1,3
9/7/13 0:00,Tabular,0,iOS,150,143,150,25194,0,150,1737,2276
9/7/13 0:00,Acme,1,iOS,175,113,108,12174,23,123,778,1091
9/7/13 0:00,Acme,1,BlackBerry,0,0,0,10,0,0,0,1
9/7/13 0:00,Acme,0,MacOSX,6864,4527,846,135005,2264,1490,23020,46963
9/7/13 0:00,Sortly,,iOS,5452,4526,0,,2551,234,7604,11849
9/7/13 0:00,Pinnacle,,Linux,47,41,0,,13,0,229,21
9/7/13 0:00,Pinnacle,,WindowsPhone,1,1,0,,1,0,2,3
9/7/13 0:00,Sortly,0,Unknown,2,1,0,28,0,1,6,17
9/7/13 0:00,Widgetry,1,iOS,11,11,11,1366,0,11,321,288
9/7/13 0:00,Pinnacle,0,Android,4,2,0,195,1,1,4,7
9/7/13 0:00,Acme,,MacOSX,18956,14044,0,,8559,990,36019,83191
9/7/13 0:00,Widgetry,,iOS,4105,3340,1,,100,403,57455,68473
9/7/13 0:00,Pinnacle,,Windows,912,497,0,,577,12,1304,1023
9/7/13 0:00,Acme,0,Unknown,5,3,1,92,2,1,12,24
9/7/13 0:00,Pinnacle,,BlackBerry,3,2,0,,2,0,3,6
9/7/13 0:00,Sortly,0,BlackBerry,0,0,0,,0,0,0,0
9/7/13 0:00,Pinnacle,0,Linux,1,0,0,,0,0,0,0
9/7/13 0:00,Sortly,,WindowsPhone,1,0,0,,0,0,4,1
9/7/13 0:00,Pinnacle,1,Windows,4,2,2,439,1,2,8,18
9/7/13 0:00,Acme,,,2,1,0,45,1,0,1,2
9/7/13 0:00,Pinnacle,1,MacOSX,2,1,1,308,0,2,2,5
9/7/13 0:00,Acme,,iOS,21312,18172,0,,6825,937,34421,66912
9/7/13 0:00,Acme,,WindowsPhone,135,115,0,,61,2,197,444
9/7/13 0:00,Pinnacle,0,iOS,47,38,3,1161,20,7,86,118
9/7/13 0:00,Acme,1,Android,17,11,10,1020,1,13,85,140
9/7/13 0:00,Sortly,0,iOS,642,510,63,6860,183,149,1126,1540
9/7/13 0:00,Acme,,ChromeOS,220,180,0,,76,12,473,1064
9/7/13 0:00,Sortly,0,Windows,3,3,1,46,1,2,9,12
9/7/13 0:00,Acme,0,Linux,72,49,12,1300,15,24,335,700
9/7/13 0:00,Sortly,,Android,1832,1420,0,,955,59,2500,4971
9/7/13 0:00,Pinnacle,1,iOS,2,1,1,394,1,2,3,2
9/7/13 0:00,Sortly,,MacOSX,12,10,0,,9,0,13,15
9/7/13 0:00,Acme,0,iOS,2993,2207,440,66815,537,876,11097,18200
9/7/13 0:00,Tabular,1,iOS,11,11,11,1740,0,11,107,155
9/7/13 0:00,Sortly,1,iOS,48,30,22,2370,11,26,86,91
9/7/13 0:00,Sortly,,Linux,4,3,0,,3,0,7,17
9/7/13 0:00,Pinnacle,,ChromeOS,1,1,0,,1,0,4,2
9/7/13 0:00,Acme,0,ChromeOS,42,30,6,800,7,12,177,317
9/7/13 0:00,Acme,1,WindowsPhone,1,0,0,24,0,0,1,2
9/7/13 0:00,Sortly,1,MacOSX,0,0,0,13,0,0,2,1
9/7/13 0:00,Acme,1,Windows,561,346,345,34852,82,386,2360,4158
9/7/13 0:00,Pinnacle,0,MacOSX,78,62,5,1669,36,10,159,301
9/7/13 0:00,Acme,1,Linux,8,4,5,384,1,5,46,94
9/7/13 0:00,Sortly,1,Windows,0,0,0,10,0,0,1,3
9/7/13 0:00,Sortly,1,Android,17,11,7,627,4,10,44,68
9/7/13 0:00,Acme,0,WindowsPhone,9,6,1,89,1,2,22,72
9/7/13 0:00,Acme,,Android,4534,4018,0,,1688,105,5668,13211
9/7/13 0:00,Acme,1,MacOSX,253,156,151,17693,39,171,1183,2132
9/7/13 0:00,Acme,,Linux,1317,1183,0,,821,25,2675,3412
